Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_Bin,Cluster,Cluster_Label
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Binders,15.24,5.0,0.2,5.334,Low,2,Transaksi Tinggi
Same Day,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Paper,10.368,2.0,0.2,3.6288,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Paper,15.551999999999998,3.0,0.2,5.443200000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Paper,11.648000000000001,2.0,0.2,4.0768,Low,0,Transaksi Menengah
First Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,17.76,3.0,0.2,5.549999999999999,Low,1,Transaksi Rendah
First Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,6.912,3.0,0.2,0.8639999999999999,Low,1,Transaksi Rendah
First Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Technology,Phones,44.784,2.0,0.2,4.4784,High,0,Transaksi Menengah
Standard Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,12.832,2.0,0.2,4.3308,Low,1,Transaksi Rendah
Second Class,Home Office,United States,Jackson,Mississippi,39212,South,Technology,Phones,38.97,3.0,0.0,0.7794000000000008,Medium,2,Transaksi Tinggi
Standard Class,Corporate,United States,Lafayette,Indiana,47905,Central,Office Supplies,Art,21.4,5.0,0.0,6.206,Medium,1,Transaksi Rendah
Same Day,Corporate,United States,New York City,New York,10035,East,Office Supplies,Supplies,54.9,5.0,0.0,15.372000000000002,High,1,Transaksi Rendah
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,13.120000000000001,4.0,0.0,3.8048,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,10.75,5.0,0.0,3.5475000000000008,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,11.620000000000001,2.0,0.0,3.6022000000000007,Low,0,Transaksi Menengah
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,40.74,3.0,0.0,0.4074000000000005,Medium,0,Transaksi Menengah
Same Day,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Labels,9.450000000000001,3.0,0.0,4.536,Low,1,Transaksi Rendah
Same Day,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Labels,20.65,5.0,0.0,9.499000000000002,Low,1,Transaksi Rendah
First Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,5.352,3.0,0.2,1.6055999999999997,Low,0,Transaksi Menengah
First Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Art,2.672,1.0,0.2,0.3673999999999997,Low,0,Transaksi Menengah
First Class,Home Office,United States,Richmond,Kentucky,40475,South,Office Supplies,Supplies,35.06,2.0,0.0,10.518,Medium,2,Transaksi Tinggi
First Class,Home Office,United States,Richmond,Kentucky,40475,South,Furniture,Chairs,33.94,1.0,0.0,9.163799999999998,Medium,2,Transaksi Tinggi
Second Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,45.528,3.0,0.2,15.9348,High,2,Transaksi Tinggi
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,10.128,2.0,0.2,3.6713999999999998,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,21.792,4.0,0.2,7.627199999999998,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Art,8.256,4.0,0.2,0.6191999999999998,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,11.52,4.0,0.2,3.7439999999999993,Low,0,Transaksi Menengah
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,12.96,2.0,0.0,6.220800000000001,Low,0,Transaksi Menengah
First Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Fasteners,3.96,2.0,0.0,0.0792000000000002,Low,0,Transaksi Menengah
Same Day,Home Office,United States,Seattle,Washington,98105,West,Technology,Phones,7.992,1.0,0.2,2.6973,Low,2,Transaksi Tinggi
Standard Class,Corporate,United States,Mesquite,Texas,75150,Central,Office Supplies,Paper,5.184,1.0,0.2,1.8143999999999993,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Art,11.680000000000001,2.0,0.0,5.4896,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,North Miami,Florida,33161,South,Office Supplies,Paper,14.496000000000002,3.0,0.2,4.892400000000001,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Bakersfield,California,93309,West,Office Supplies,Binders,4.784,1.0,0.2,1.5547999999999997,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,Bakersfield,California,93309,West,Office Supplies,Paper,4.73,1.0,0.0,2.3176999999999994,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Jackson,Mississippi,39212,South,Office Supplies,Storage,7.89,1.0,0.0,0.31560000000000044,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,3.9,2.0,0.0,1.5210000000000006,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Labels,2.61,1.0,0.0,1.2006,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,5.96,2.0,0.0,1.6687999999999998,Low,1,Transaksi Rendah
Standard Class,Home Office,United States,Richmond,Kentucky,40475,South,Office Supplies,Binders,2.88,1.0,0.0,1.4112000000000002,Low,2,Transaksi Tinggi
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Supplies,2.92,1.0,0.2,0.3650000000000004,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Toledo,Ohio,43615,East,Office Supplies,Storage,37.52,5.0,0.2,3.7520000000000002,Medium,2,Transaksi Tinggi
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,2.624,1.0,0.2,0.4264,Low,1,Transaksi Rendah
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,15.551999999999998,3.0,0.2,5.443200000000001,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,17.472,3.0,0.2,5.023200000000001,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,12.448,2.0,0.2,3.8899999999999997,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Columbia,Maryland,21044,East,Furniture,Furnishings,25.16,2.0,0.0,8.5544,Medium,2,Transaksi Tinggi
Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,29.34,3.0,0.0,13.4964,Medium,0,Transaksi Menengah
Standard Class,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Labels,6.912,3.0,0.2,2.5056,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Newark,Ohio,43055,East,Office Supplies,Storage,27.096,3.0,0.2,2.032199999999999,Medium,1,Transaksi Rendah
Second Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Accessories,58.416,2.0,0.2,16.7946,High,1,Transaksi Rendah
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,16.448,2.0,0.2,5.551199999999999,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,36.784,2.0,0.2,10.5754,Medium,2,Transaksi Tinggi
First Class,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,31.776,4.0,0.2,8.738400000000002,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,5.56,1.0,0.2,1.737500000000001,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Smyrna,Tennessee,37167,South,Office Supplies,Art,40.776,3.0,0.2,4.587300000000001,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,Macon,Georgia,31204,South,Office Supplies,Binders,7.16,2.0,0.0,3.436799999999999,Low,0,Transaksi Menengah
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,3.52,2.0,0.0,1.0208000000000006,Low,2,Transaksi Tinggi
Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Art,5.58,1.0,0.0,1.3949999999999994,Low,2,Transaksi Tinggi
Second Class,Home Office,United States,San Francisco,California,94109,West,Technology,Accessories,36.32,1.0,0.0,10.895999999999999,Medium,2,Transaksi Tinggi
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,52.272,3.0,0.2,9.801000000000002,High,1,Transaksi Rendah
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Labels,9.216000000000001,4.0,0.2,3.3408,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,22.248,3.0,0.2,7.5087,Medium,2,Transaksi Tinggi
Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,4.624,1.0,0.2,1.6762000000000004,Low,2,Transaksi Tinggi
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,47.3,2.0,0.0,12.298,High,0,Transaksi Menengah
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,4.13,1.0,0.0,1.1563999999999992,Low,0,Transaksi Menengah
Second Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,6.48,1.0,0.0,3.175199999999999,Low,2,Transaksi Tinggi
Second Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Supplies,15.519999999999998,4.0,0.0,4.500799999999999,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Fasteners,55.104,6.0,0.2,18.5976,High,0,Transaksi Menengah
Second Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Art,34.7,5.0,0.0,12.492,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,33.72,4.0,0.0,15.5112,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,14.94,3.0,0.0,7.021800000000001,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Dublin,Ohio,43017,East,Technology,Accessories,9.096000000000002,1.0,0.2,1.705500000000001,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Plantation,Florida,33317,South,Office Supplies,Envelopes,8.688000000000002,3.0,0.2,2.9321999999999995,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Plantation,Florida,33317,South,Furniture,Furnishings,30.879999999999995,4.0,0.2,3.86,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Plantation,Florida,33317,South,Furniture,Furnishings,6.408,3.0,0.2,1.4418000000000004,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Glendale,Arizona,85301,West,Office Supplies,Supplies,33.8,5.0,0.2,4.224999999999999,Medium,1,Transaksi Rendah
Standard Class,Home Office,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,24.56,2.0,0.0,11.543200000000002,Medium,2,Transaksi Tinggi
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Labels,27.888,6.999999999999999,0.2,9.0636,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Supplies,13.880000000000003,5.0,0.2,-2.6025,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Labels,11.52,5.0,0.2,3.7439999999999993,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Storage,39.072,3.0,0.2,2.9304,Medium,0,Transaksi Menengah
Standard Class,Home Office,United States,Troy,Ohio,45373,East,Office Supplies,Envelopes,8.872000000000002,1.0,0.2,3.2161,Low,2,Transaksi Tinggi
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,47.952,3.0,0.2,16.1838,High,0,Transaksi Menengah
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Furnishings,44.46,2.0,0.0,14.671800000000001,High,1,Transaksi Rendah
Standard Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Fasteners,15.8,4.0,0.0,5.055999999999999,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Labels,12.390000000000002,3.0,0.0,5.699399999999999,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Riverside,California,92503,West,Office Supplies,Art,9.840000000000002,3.0,0.0,3.2471999999999994,Low,0,Transaksi Menengah
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Paper,25.344,6.0,0.2,7.92,Medium,0,Transaksi Menengah
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Envelopes,43.92,5.0,0.2,15.921000000000001,High,0,Transaksi Menengah
Second Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Furnishings,15.487999999999998,4.0,0.2,3.6784,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Appliances,43.26,3.0,0.0,14.2758,High,1,Transaksi Rendah
Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,37.93,1.0,0.0,6.8274,Medium,1,Transaksi Rendah
Second Class,Corporate,United States,Toledo,Ohio,43615,East,Furniture,Furnishings,15.168000000000001,2.0,0.2,3.7920000000000007,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Art,24.78,6.0,0.0,6.9384000000000015,Medium,1,Transaksi Rendah
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Binders,19.14,3.0,0.0,8.804400000000001,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Paper,32.4,5.0,0.0,15.552,Medium,1,Transaksi Rendah
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,23.832,3.0,0.2,6.553800000000002,Medium,0,Transaksi Menengah
Standard Class,Corporate,United States,Mesquite,Texas,75150,Central,Technology,Accessories,5.544,6.999999999999999,0.2,1.6632,Low,1,Transaksi Rendah
First Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,11.540000000000001,1.0,0.0,3.4619999999999997,Low,0,Transaksi Menengah
Standard Class,Home Office,United States,Omaha,Nebraska,68104,Central,Office Supplies,Fasteners,23.55,5.0,0.0,1.1774999999999995,Medium,2,Transaksi Tinggi
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Supplies,5.04,2.0,0.0,0.15119999999999945,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Art,33.4,5.0,0.0,12.358,Medium,1,Transaksi Rendah
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Furniture,Furnishings,18.92,4.0,0.0,7.3788,Low,2,Transaksi Tinggi
Standard Class,Home Office,United States,Jackson,Mississippi,39212,South,Office Supplies,Binders,15.420000000000002,2.0,0.0,6.939000000000002,Low,2,Transaksi Tinggi
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,7.056,3.0,0.2,2.205,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,18.72,2.0,0.2,3.51,Low,1,Transaksi Rendah
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Art,11.16,2.0,0.0,2.79,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Labels,14.94,3.0,0.0,6.8724,Low,0,Transaksi Menengah
Standard Class,Corporate,United States,Clinton,Maryland,20735,East,Office Supplies,Storage,41.96,2.0,0.0,7.972400000000001,High,1,Transaksi Rendah
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,26.38,1.0,0.0,12.1348,Medium,0,Transaksi Menengah
Same Day,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,32.54,2.0,0.0,15.944599999999998,Medium,0,Transaksi Menengah
Standard Class,Consumer,United States,Jackson,Michigan,49201,Central,Technology,Phones,10.900000000000002,1.0,0.0,3.0520000000000005,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Envelopes,16.52,4.0,0.0,7.599199999999999,Low,0,Transaksi Menengah
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,49.536,3.0,0.2,17.3376,High,0,Transaksi Menengah
Same Day,Consumer,United States,Rock Hill,South Carolina,29730,South,Office Supplies,Fasteners,11.850000000000001,3.0,0.0,3.7920000000000007,Low,0,Transaksi Menengah
Second Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Supplies,28.4,5.0,0.0,8.235999999999999,Medium,1,Transaksi Rendah
First Class,Corporate,United States,Odessa,Texas,79762,Central,Office Supplies,Paper,42.784,6.999999999999999,0.2,15.5092,High,1,Transaksi Rendah
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Art,11.680000000000001,2.0,0.0,5.4896,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Supplies,16.9,2.0,0.0,5.07,Low,1,Transaksi Rendah
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,24.4,2.0,0.0,10.248,Medium,1,Transaksi Rendah
